Category,Used By File,File Count
Category:Kalapisituwi (toki pona),File:Sitelen-seli-kiwen-kalapisituwi.svg,1
Category:Kalijopilale (toki pona),File:Sitelen-seli-kiwen-kalijopilale.svg,1
Category:Kalu (toki pona),File:Sitelen-seli-kiwen-Kalu.svg,1
Category:Kamalawala (toki pona),File:Sitelen-seli-kiwen-kamalawala.svg,1
Category:Kan (toki pona),File:Sitelen-seli-kiwen-kan.svg,1
Category:Kana (toki pona),File:Sitelen-seli-kiwen-kana.svg,1
Category:Kani (toki pona),File:Sitelen-seli-kiwen-kani.svg,1
Category:Kankuli (toki pona),File:Sitelen-seli-kiwen-kankuli.svg,1
Category:Kapa (toki pona),File:Sitelen-seli-kiwen-kapa.svg,1
Category:Kapesi (toki pona),File:Sitelen-seli-kiwen-kapesi.svg,3
,File:Sitelen-seli-kiwen-kapesi1.svg,
,File:Sitelen-seli-kiwen-kapesi2.svg,
Category:Kapilu (toki pona),File:Sitelen-seli-kiwen-Kapilu.svg,1
Category:Ke (toki pona),File:Sitelen-seli-kiwen-ke.svg,3
,File:Sitelen-seli-kiwen-ke1.svg,
,File:Sitelen-seli-kiwen-ke2.svg,
Category:Kekantesantakalu (toki pona),File:Sitelen-seli-kiwen-kekantesantakalu.svg,1
Category:Keli (toki pona),File:Sitelen-seli-kiwen-Keli.svg,1
Category:Kelo (toki pona),File:Sitelen-seli-kiwen-kelo.svg,1
Category:Kemu (toki pona),File:Sitelen-seli-kiwen-Kemu.svg,1
Category:Kepa (toki pona),File:Sitelen-seli-kiwen-kepa.svg,1
Category:Kepen (toki pona),File:Sitelen-seli-kiwen-kepen.svg,1
Category:Kepi (toki pona),File:Sitelen-seli-kiwen-Kepi.svg,1
Category:Kese (toki pona),File:Sitelen-seli-kiwen-kese.svg,1
Category:Kewe (toki pona),File:Sitelen-seli-kiwen-kewe.svg,1
Category:Ki (toki pona),File:Sitelen-seli-kiwen-ki.svg,1
Category:Kijan (toki pona),File:Sitelen-seli-kiwen-Kijan.svg,1
Category:Kije (toki pona),File:Sitelen-seli-kiwen-kije.svg,3
,File:Sitelen-seli-kiwen-kije1.svg,
,File:Sitelen-seli-kiwen-kije2.svg,
Category:Kijesankalu (toki pona),File:Sitelen-seli-kiwen-kijesankalu.svg,1
Category:Kijete (toki pona),File:Sitelen-seli-kiwen-kijete.svg,3
,File:Sitelen-seli-kiwen-kijete1.svg,
,File:Sitelen-seli-kiwen-kijete2.svg,
Category:Kijosin (toki pona),File:Sitelen-seli-kiwen-kijosin.svg,1
Category:Kiki (toki pona),File:Sitelen-seli-kiwen-kiki.svg,5
,File:Sitelen-seli-kiwen-kiki1.svg,
,File:Sitelen-seli-kiwen-kiki2.svg,
,File:Sitelen-seli-kiwen-kiki3.svg,
,File:Sitelen-seli-kiwen-kiki4.svg,
Category:Kikolo (toki pona),File:Sitelen-seli-kiwen-kikolo.svg,1
Category:Kikulo (toki pona),File:Sitelen-seli-kiwen-kikulo.svg,1
Category:Kinute (toki pona),File:Sitelen-seli-kiwen-kinute.svg,1
Category:Kisa (toki pona),File:Sitelen-seli-kiwen-kisa.svg,1
Category:Kita (toki pona),File:Sitelen-seli-kiwen-Kita.svg,1
Category:Kitu (toki pona),File:Sitelen-seli-kiwen-kitu.svg,1
Category:Koko (toki pona),File:Sitelen-seli-kiwen-Koko.svg,1
Category:Kokoliko (toki pona),File:Sitelen-seli-kiwen-kokoliko.svg,1
Category:Kolisin (toki pona),File:Sitelen-seli-kiwen-Kolisin.svg,1
Category:Kolo (toki pona),File:Sitelen-seli-kiwen-kolo.svg,1
Category:Koni (toki pona),File:Sitelen-seli-kiwen-koni.svg,1
Category:Konsi (toki pona),File:Sitelen-seli-kiwen-konsi.svg,1
Category:Konwe (toki pona),File:Sitelen-seli-kiwen-konwe.svg,1
Category:Kosan (toki pona),File:Sitelen-seli-kiwen-kosan.svg,1
Category:Kosikosa (toki pona),File:Sitelen-seli-kiwen-kosikosa.svg,1
Category:Kulaso (toki pona),File:Sitelen-seli-kiwen-kulaso.svg,1
Category:Kulepiku (toki pona),File:Sitelen-seli-kiwen-kulepiku.svg,1
Category:Kulijo (toki pona),File:Sitelen-seli-kiwen-kulijo.svg,3
,File:Sitelen-seli-kiwen-kulijo1.svg,
,File:Sitelen-seli-kiwen-kulijo2.svg,
Category:Kulu (toki pona),File:Sitelen-seli-kiwen-kulu.svg,1
Category:Kuntu (toki pona),File:Sitelen-seli-kiwen-kuntu.svg,1
Category:Kutopoma (toki pona),File:Sitelen-seli-kiwen-kutopoma.svg,1
Category:Lan (toki pona),File:Sitelen-seli-kiwen-lan.svg,3
,File:Sitelen-seli-kiwen-lan1.svg,
,File:Sitelen-seli-kiwen-lan2.svg,
Category:Lansan (toki pona),File:Sitelen-seli-kiwen-lansan.svg,1
Category:Lape (toki pona),File:Sitelen-seli-kiwen-lape.svg,1
Category:Laso (toki pona),File:Sitelen-seli-kiwen-laso.svg,1
Category:Lato (toki pona),File:Sitelen-seli-kiwen-lato.svg,1
Category:Lawa (toki pona),File:Sitelen-seli-kiwen-lawa.svg,1
Category:Lenlen (toki pona),File:Sitelen-seli-kiwen-lenlen.svg,1
Category:Lepeka (toki pona),File:Sitelen-seli-kiwen-Lepeka.svg,1
Category:Lijokuku (toki pona),File:Sitelen-seli-kiwen-lijokuku.svg,3
,File:Sitelen-seli-kiwen-lijokuku1.svg,
,File:Sitelen-seli-kiwen-lijokuku2.svg,
Category:Likujo (toki pona),File:Sitelen-seli-kiwen-likujo.svg,1
Category:Linja (toki pona),File:Sitelen-seli-kiwen-linja.svg,1
Category:Linku (toki pona),File:Sitelen-seli-kiwen-Linku.svg,1
Category:Linluwi (toki pona),File:Sitelen-seli-kiwen-linluwi.svg,5
,File:Sitelen-seli-kiwen-linluwi1.svg,
,File:Sitelen-seli-kiwen-linluwi2.svg,
,File:Sitelen-seli-kiwen-linluwi3.svg,
,File:Sitelen-seli-kiwen-linluwi4.svg,
Category:Linuwi (toki pona),File:Sitelen-seli-kiwen-linuwi.svg,5
,File:Sitelen-seli-kiwen-linuwi1.svg,
,File:Sitelen-seli-kiwen-linuwi2.svg,
,File:Sitelen-seli-kiwen-linuwi3.svg,
,File:Sitelen-seli-kiwen-linuwi4.svg,
Category:Lipamanka (toki pona),File:Sitelen-seli-kiwen-Lipamanka.svg,1
Category:Lisana (toki pona),File:Sitelen-seli-kiwen-lisana.svg,3
,File:Sitelen-seli-kiwen-lisana1.svg,
,File:Sitelen-seli-kiwen-lisana2.svg,
Category:Lo (toki pona),File:Sitelen-seli-kiwen-lo.svg,1
Category:Loje (toki pona),File:Sitelen-seli-kiwen-loje.svg,1
Category:Loka (toki pona),File:Sitelen-seli-kiwen-loka.svg,1
Category:Lokon (toki pona),File:Sitelen-seli-kiwen-lokon.svg,1
Category:Lokoso (toki pona),File:Sitelen-seli-kiwen-lokoso.svg,1
Category:Losupan (toki pona),File:Sitelen-seli-kiwen-Losupan.svg,1
Category:Lu (toki pona),File:Sitelen-seli-kiwen-lu.svg,3
,File:Sitelen-seli-kiwen-lu1.svg,
,File:Sitelen-seli-kiwen-lu2.svg,
Category:Luke (toki pona),File:Sitelen-seli-kiwen-Luke.svg,1
Category:Luna (toki pona),File:Sitelen-seli-kiwen-Luna.svg,1
Category:Majeka (toki pona),File:Sitelen-seli-kiwen-Majeka.svg,1
Category:Maki (toki pona),File:Sitelen-seli-kiwen-Maki.svg,1
Category:Mako (toki pona),File:Sitelen-seli-kiwen-Mako.svg,1
Category:Mamasi (toki pona),File:Sitelen-seli-kiwen-mamasi.svg,1
Category:Mamasina (toki pona),File:Sitelen-seli-kiwen-mamasina.svg,1
Category:Manka (toki pona),File:Sitelen-seli-kiwen-Manka.svg,1
Category:Masalo (toki pona),File:Sitelen-seli-kiwen-masalo.svg,1
Category:Masenta (toki pona),File:Sitelen-seli-kiwen-masenta.svg,1
Category:Masu (toki pona),File:Sitelen-seli-kiwen-masu.svg,1
Category:Matula (toki pona),File:Sitelen-seli-kiwen-matula.svg,1
Category:Me (toki pona),File:Sitelen-seli-kiwen-me.svg,1
Category:Medium (toki pona),File:Sitelen-seli-kiwen-Medium.svg,1
Category:Mekuwi (toki pona),File:Sitelen-seli-kiwen-Mekuwi.svg,1
Category:Melinjakulekule (toki pona),File:Sitelen-seli-kiwen-melinjakulekule.svg,1
Category:Melome (toki pona),File:Sitelen-seli-kiwen-melome.svg,1
Category:Mijomi (toki pona),File:Sitelen-seli-kiwen-mijomi.svg,1
Category:Miko (toki pona),File:Sitelen-seli-kiwen-miko.svg,3
,File:Sitelen-seli-kiwen-miko1.svg,
,File:Sitelen-seli-kiwen-miko2.svg,
Category:Mila (toki pona),File:Sitelen-seli-kiwen-Mila.svg,1
Category:Mimuki (toki pona),File:Sitelen-seli-kiwen-Mimuki.svg,1
Category:Misa (toki pona),File:Sitelen-seli-kiwen-misa.svg,7
,File:Sitelen-seli-kiwen-misa1.svg,
,File:Sitelen-seli-kiwen-misa2.svg,
,File:Sitelen-seli-kiwen-misa3.svg,
,File:Sitelen-seli-kiwen-misa4.svg,
,File:Sitelen-seli-kiwen-misa5.svg,
,File:Sitelen-seli-kiwen-misa6.svg,
Category:Molusa (toki pona),File:Sitelen-seli-kiwen-molusa.svg,1
Category:Mono (toki pona),File:Sitelen-seli-kiwen-mono.svg,1
Category:Motan (toki pona),File:Sitelen-seli-kiwen-motan.svg,1
Category:Mulapisu (toki pona),File:Sitelen-seli-kiwen-mulapisu.svg,1
Category:Nalanja (toki pona),File:Sitelen-seli-kiwen-nalanja.svg,3
,File:Sitelen-seli-kiwen-nalanja1.svg,
,File:Sitelen-seli-kiwen-nalanja2.svg,
Category:Nalasuni (toki pona),File:Sitelen-seli-kiwen-Nalasuni.svg,1
Category:Nan (toki pona),File:Sitelen-seli-kiwen-nan.svg,1
Category:Nano (toki pona),File:Sitelen-seli-kiwen-nano.svg,1
Category:Nasulin (toki pona),File:Sitelen-seli-kiwen-Nasulin.svg,1
Category:Nata (toki pona),File:Sitelen-seli-kiwen-nata.svg,1
Category:Natu (toki pona),File:Sitelen-seli-kiwen-natu.svg,1
Category:Neja (toki pona),File:Sitelen-seli-kiwen-neja.svg,1
Category:Nele (toki pona),File:Sitelen-seli-kiwen-nele.svg,1
Category:Niko (toki pona),File:Sitelen-seli-kiwen-Niko.svg,1
Category:Nili (toki pona),File:Sitelen-seli-kiwen-Nili.svg,1
Category:Nimisin (toki pona),File:Sitelen-seli-kiwen-nimisin.svg,1
Category:Nito (toki pona),File:Sitelen-seli-kiwen-Nito.svg,3
,File:Sitelen-seli-kiwen-Nito1.svg,
,File:Sitelen-seli-kiwen-Nito2.svg,
Category:Nja (toki pona),File:Sitelen-seli-kiwen-nja.svg,1
Category:Nlsn (toki pona),File:Sitelen-seli-kiwen-Nlsn.svg,1
Category:Nowi (toki pona),File:Sitelen-seli-kiwen-nowi.svg,1
Category:Nu (toki pona),File:Sitelen-seli-kiwen-nu.svg,3
,File:Sitelen-seli-kiwen-nu1.svg,
,File:Sitelen-seli-kiwen-nu2.svg,
Category:Nusun (toki pona),File:Sitelen-seli-kiwen-nusun.svg,1
Category:Nutan (toki pona),File:Sitelen-seli-kiwen-Nutan.svg,1
Category:Nuwa (toki pona),File:Sitelen-seli-kiwen-nuwa.svg,1
Category:Ojuta (toki pona),File:Sitelen-seli-kiwen-ojuta.svg,1
Category:Oke (toki pona),File:Sitelen-seli-kiwen-oke.svg,1
Category:Okepuma (toki pona),File:Sitelen-seli-kiwen-okepuma.svg,1
Category:Oki (toki pona),File:Sitelen-seli-kiwen-oki.svg,1
Category:Olala (toki pona),File:Sitelen-seli-kiwen-olala.svg,1
Category:Omekalike (toki pona),File:Sitelen-seli-kiwen-omekalike.svg,1
Category:Omekapo (toki pona),File:Sitelen-seli-kiwen-omekapo.svg,1
Category:Omen (toki pona),File:Sitelen-seli-kiwen-omen.svg,1
Category:Oni (toki pona),File:Sitelen-seli-kiwen-oni.svg,3
,File:Sitelen-seli-kiwen-oni1.svg,
,File:Sitelen-seli-kiwen-oni2.svg,
Category:Onono (toki pona),File:Sitelen-seli-kiwen-onono.svg,1
Category:Opa (toki pona),File:Sitelen-seli-kiwen-Opa.svg,1
Category:Opasan (toki pona),File:Sitelen-seli-kiwen-opasan.svg,1
Category:Owe (toki pona),File:Sitelen-seli-kiwen-owe.svg,1
Category:Pa (toki pona),File:Sitelen-seli-kiwen-pa.svg,1
Category:Paka (toki pona),File:Sitelen-seli-kiwen-paka.svg,1
Category:Pakola (toki pona),File:Sitelen-seli-kiwen-pakola.svg,3
,File:Sitelen-seli-kiwen-pakola1.svg,
,File:Sitelen-seli-kiwen-pakola2.svg,
Category:Palensi (toki pona),File:Sitelen-seli-kiwen-Palensi.svg,1
Category:Pami (toki pona),File:Sitelen-seli-kiwen-Pami.svg,1
Category:Panke (toki pona),File:Sitelen-seli-kiwen-panke.svg,1
Category:Panpan (toki pona),File:Sitelen-seli-kiwen-panpan.svg,1
Category:Pasila (toki pona),File:Sitelen-seli-kiwen-pasila.svg,1
Category:Pe (toki pona),File:Sitelen-seli-kiwen-pe.svg,1
Category:Penpo (toki pona),File:Sitelen-seli-kiwen-penpo.svg,1
Category:Pensa (toki pona),File:Sitelen-seli-kiwen-Pensa.svg,1
Category:Peto (toki pona),File:Sitelen-seli-kiwen-peto.svg,1
Category:Pika (toki pona),File:Sitelen-seli-kiwen-pika.svg,3
,File:Sitelen-seli-kiwen-pika1.svg,
,File:Sitelen-seli-kiwen-pika2.svg,
Category:Pingo (toki pona),File:Sitelen-seli-kiwen-Pingo.svg,1
Category:Pipo (toki pona),File:Sitelen-seli-kiwen-pipo.svg,1
Category:Pipolo (toki pona),File:Sitelen-seli-kiwen-pipolo.svg,1
Category:Polinpin (toki pona),File:Sitelen-seli-kiwen-polinpin.svg,1
Category:Poman (toki pona),File:Sitelen-seli-kiwen-Poman.svg,1
Category:Pomotolo (toki pona),File:Sitelen-seli-kiwen-pomotolo.svg,1
Category:Poni (toki pona),File:Sitelen-seli-kiwen-poni.svg,9
,File:Sitelen-seli-kiwen-poni1.svg,
,File:Sitelen-seli-kiwen-poni2.svg,
,File:Sitelen-seli-kiwen-poni3.svg,
,File:Sitelen-seli-kiwen-poni4.svg,
,File:Sitelen-seli-kiwen-poni5.svg,
,File:Sitelen-seli-kiwen-poni6.svg,
,File:Sitelen-seli-kiwen-poni7.svg,
,File:Sitelen-seli-kiwen-poni8.svg,
Category:Pula (toki pona),File:Sitelen-seli-kiwen-Pula.svg,1
Category:Pulaso (toki pona),File:Sitelen-seli-kiwen-pulaso.svg,1
Category:Puwa (toki pona),File:Sitelen-seli-kiwen-puwa.svg,1
Category:Saja (toki pona),File:Sitelen-seli-kiwen-saja.svg,1
Category:Salantapotalusa (toki pona),File:Sitelen-seli-kiwen-salantapotalusa.svg,1
Category:Samin (toki pona),File:Sitelen-seli-kiwen-Samin.svg,1
Category:Samu (toki pona),File:Sitelen-seli-kiwen-samu.svg,1
Category:Santa (toki pona),File:Sitelen-seli-kiwen-santa.svg,1
Category:Sapelipope (toki pona),File:Sitelen-seli-kiwen-sapelipope.svg,1
Category:Satun (toki pona),File:Sitelen-seli-kiwen-Satun.svg,1
Category:Seka (toki pona),File:Sitelen-seli-kiwen-Seka.svg,1
Category:Seki (toki pona),File:Sitelen-seli-kiwen-Seki.svg,1
Category:Siiilapa (toki pona),File:Sitelen-seli-kiwen-siiilapa.svg,1
Category:Siilapa (toki pona),File:Sitelen-seli-kiwen-siilapa.svg,1
Category:Sijala (toki pona),File:Sitelen-seli-kiwen-Sijala.svg,1
Category:Sijesuwa (toki pona),File:Sitelen-seli-kiwen-Sijesuwa.svg,1
Category:Sikako (toki pona),File:Sitelen-seli-kiwen-sikako.svg,1
Category:Sikomo (toki pona),File:Sitelen-seli-kiwen-sikomo.svg,1
Category:Silani (toki pona),File:Sitelen-seli-kiwen-Silani.svg,1
Category:Silapa (toki pona),File:Sitelen-seli-kiwen-silapa.svg,6
,File:Sitelen-seli-kiwen-silapa1.svg,
,File:Sitelen-seli-kiwen-silapa2.svg,
,File:Sitelen-seli-kiwen-silapa3.svg,
,File:Sitelen-seli-kiwen-silapa4.svg,
,File:Sitelen-seli-kiwen-silapa5.svg,
Category:Sipi (toki pona),File:Sitelen-seli-kiwen-sipi.svg,1
Category:Sipije (toki pona),File:Sitelen-seli-kiwen-sipije.svg,1
Category:Sisa (toki pona),File:Sitelen-seli-kiwen-Sisa.svg,1
Category:Sisi (toki pona),File:Sitelen-seli-kiwen-sisi.svg,1
Category:Siwala (toki pona),File:Sitelen-seli-kiwen-siwala.svg,1
Category:Siwan (toki pona),File:Sitelen-seli-kiwen-Siwan.svg,1
Category:Slape (toki pona),File:Sitelen-seli-kiwen-slape.svg,1
Category:Snoweli (toki pona),File:Sitelen-seli-kiwen-snoweli.svg,1
Category:Sokeli (toki pona),File:Sitelen-seli-kiwen-sokeli.svg,1
Category:Soni (toki pona),File:Sitelen-seli-kiwen-soni.svg,1
Category:Soto (toki pona),File:Sitelen-seli-kiwen-soto.svg,1
Category:Sowoli (toki pona),File:Sitelen-seli-kiwen-sowoli.svg,1
Category:Stella (toki pona),File:Sitelen-seli-kiwen-Stella.svg,3
,File:Sitelen-seli-kiwen-Stella1.svg,
,File:Sitelen-seli-kiwen-Stella2.svg,
Category:Suke (toki pona),File:Sitelen-seli-kiwen-suke.svg,1
Category:Sulaso (toki pona),File:Sitelen-seli-kiwen-sulaso.svg,1
Category:Sunta (toki pona),File:Sitelen-seli-kiwen-sunta.svg,1
Category:Sutopatikuna (toki pona),File:Sitelen-seli-kiwen-sutopatikuna.svg,1
Category:Ta (toki pona),File:Sitelen-seli-kiwen-ta.svg,3
,File:Sitelen-seli-kiwen-ta1.svg,
,File:Sitelen-seli-kiwen-ta2.svg,
Category:Taa (toki pona),File:Sitelen-seli-kiwen-taa.svg,1
Category:Taaasun (toki pona),File:Sitelen-seli-kiwen-taaasun.svg,1
Category:Taasun (toki pona),File:Sitelen-seli-kiwen-taasun.svg,1
Category:Taki (toki pona),File:Sitelen-seli-kiwen-taki.svg,3
,File:Sitelen-seli-kiwen-taki1.svg,
,File:Sitelen-seli-kiwen-taki2.svg,
Category:Tasun (toki pona),File:Sitelen-seli-kiwen-tasun.svg,8
,File:Sitelen-seli-kiwen-tasun1.svg,
,File:Sitelen-seli-kiwen-tasun2.svg,
,File:Sitelen-seli-kiwen-tasun3.svg,
,File:Sitelen-seli-kiwen-tasun4.svg,
,File:Sitelen-seli-kiwen-tasun5.svg,
,File:Sitelen-seli-kiwen-tasun6.svg,
,File:Sitelen-seli-kiwen-tasun7.svg,
Category:Tawake (toki pona),File:Sitelen-seli-kiwen-tawake.svg,1
Category:Te (toki pona),File:Sitelen-seli-kiwen-te.svg,1
Category:Teje (toki pona),File:Sitelen-seli-kiwen-teje.svg,1
Category:Teken (toki pona),File:Sitelen-seli-kiwen-teken.svg,1
Category:Temi (toki pona),File:Sitelen-seli-kiwen-Temi.svg,1
Category:Ten (toki pona),File:Sitelen-seli-kiwen-ten.svg,3
,File:Sitelen-seli-kiwen-ten1.svg,
,File:Sitelen-seli-kiwen-ten2.svg,
Category:Tenpi (toki pona),File:Sitelen-seli-kiwen-tenpi.svg,1
Category:Tensi (toki pona),File:Sitelen-seli-kiwen-Tensi.svg,1
Category:To (toki pona),File:Sitelen-seli-kiwen-To.svg,3
,File:Sitelen-seli-kiwen-to1.svg,
,File:Sitelen-seli-kiwen-to2.svg,
Category:Tokana (toki pona),File:Sitelen-seli-kiwen-tokana.svg,4
,File:Sitelen-seli-kiwen-tokana1.svg,
,File:Sitelen-seli-kiwen-tokana2.svg,
,File:Sitelen-seli-kiwen-tokana3.svg,
Category:Token (toki pona),File:Sitelen-seli-kiwen-Token.svg,1
Category:Toma (toki pona),File:Sitelen-seli-kiwen-toma.svg,1
Category:Tona (toki pona),File:Sitelen-seli-kiwen-tona.svg,1
Category:Tonpite (toki pona),File:Sitelen-seli-kiwen-Tonpite.svg,1
Category:Tonyu (toki pona),File:Sitelen-seli-kiwen-Tonyu.svg,1
Category:Topo (toki pona),File:Sitelen-seli-kiwen-topo.svg,1
Category:Towan (toki pona),File:Sitelen-seli-kiwen-Towan.svg,1
Category:Tuwa (toki pona),File:Sitelen-seli-kiwen-tuwa.svg,1
Category:Uka (toki pona),File:Sitelen-seli-kiwen-uka.svg,1
Category:Umesu (toki pona),File:Sitelen-seli-kiwen-umesu.svg,3
,File:Sitelen-seli-kiwen-umesu1.svg,
,File:Sitelen-seli-kiwen-umesu2.svg,
Category:Unikijetesantakalu (toki pona),File:Sitelen-seli-kiwen-unikijetesantakalu.svg,1
Category:Unu (toki pona),File:Sitelen-seli-kiwen-unu.svg,1
Category:Usawi (toki pona),File:Sitelen-seli-kiwen-Usawi.svg,1
Category:Vivi (toki pona),File:Sitelen-seli-kiwen-vivi.svg,3
,File:Sitelen-seli-kiwen-vivi1.svg,
,File:Sitelen-seli-kiwen-vivi2.svg,
