pageid,title
5000,ISO 3166:AZ
5001,ISO 3166:BA
5002,ISO 3166:BB
5003,ISO 3166:BD
5005,ISO 3166:BE
5004,ISO 3166:BE-VLG
5006,ISO 3166:BF
5007,ISO 3166:BG
5008,ISO 3166:BH
5009,ISO 3166:BI
5010,ISO 3166:BJ
5011,ISO 3166:BN
5012,ISO 3166:BO
5013,ISO 3166:BR
5014,ISO 3166:BS
5015,ISO 3166:BT
5016,ISO 3166:BW
5344,ISO 3166:BY
5017,ISO 3166:BZ
5025,ISO 3166:CA
5018,ISO 3166:CA-AB
5019,ISO 3166:CA-BC
5020,ISO 3166:CA-MB
5021,ISO 3166:CA-NB
5022,ISO 3166:CA-NU
5023,ISO 3166:CA-ON
5024,ISO 3166:CA-SK
5026,ISO 3166:CD
5027,ISO 3166:CF
5028,ISO 3166:CG
5029,ISO 3166:CH
5030,ISO 3166:CI
5031,ISO 3166:CL
5032,ISO 3166:CM
5040,ISO 3166:CN
5034,ISO 3166:CN-GD
5033,ISO 3166:CN-GD-01
5035,ISO 3166:CN-HK
5036,ISO 3166:CN-HL
5037,ISO 3166:CN-MO
5038,ISO 3166:CN-SN-01
5039,ISO 3166:CN-XZ
5041,ISO 3166:CO
5042,ISO 3166:CR
5043,ISO 3166:CS
5044,ISO 3166:CT
5045,ISO 3166:CU
5046,ISO 3166:CV
5047,ISO 3166:CW
5048,ISO 3166:CY
5050,ISO 3166:CZ
5049,ISO 3166:CZ-10
5053,ISO 3166:DE
5051,ISO 3166:DE-BY
5052,ISO 3166:DE-NW
5054,ISO 3166:DJ
5055,ISO 3166:DK
5056,ISO 3166:DO
5057,ISO 3166:DZ
5058,ISO 3166:EC
5059,ISO 3166:EE
5060,ISO 3166:EG
5061,ISO 3166:EH
5062,ISO 3166:ER
5076,ISO 3166:ES
5069,ISO 3166:ES-AN
5063,ISO 3166:ES-AR
5064,ISO 3166:ES-AS
5065,ISO 3166:ES-CB
5066,ISO 3166:ES-CL
5067,ISO 3166:ES-CM
5068,ISO 3166:ES-CT
5070,ISO 3166:ES-EX
5071,ISO 3166:ES-GA
5072,ISO 3166:ES-H
5073,ISO 3166:ES-NA
5074,ISO 3166:ES-PV
5075,ISO 3166:ES-RI
5077,ISO 3166:ET
5078,ISO 3166:EU
5079,ISO 3166:FI
5080,ISO 3166:FJ
5081,ISO 3166:FK
5082,ISO 3166:FO
5086,ISO 3166:FR
5083,ISO 3166:FR-973
5084,ISO 3166:FR-BRE
5085,ISO 3166:FR-NC
5345,ISO 3166:FR-NOR
5087,ISO 3166:GA
5096,ISO 3166:GB
5088,ISO 3166:GB-BIR
5089,ISO 3166:GB-BST
5090,ISO 3166:GB-CON
5091,ISO 3166:GB-ENG
5092,ISO 3166:GB-MAN
5093,ISO 3166:GB-NIR
5094,ISO 3166:GB-SCT
5095,ISO 3166:GB-SFK
5346,ISO 3166:GB-WLS
5097,ISO 3166:GD
5098,ISO 3166:GE
5099,ISO 3166:GF
5100,ISO 3166:GH
5101,ISO 3166:GL
5102,ISO 3166:GM
5103,ISO 3166:GN
5104,ISO 3166:GQ
5105,ISO 3166:GR
5106,ISO 3166:GT
5107,ISO 3166:GW
5108,ISO 3166:GY
5109,ISO 3166:HK
5110,ISO 3166:HN
5111,ISO 3166:HR
5112,ISO 3166:HT
5113,ISO 3166:HU
5115,ISO 3166:ID
5114,ISO 3166:ID-JK
5116,ISO 3166:IE
5117,ISO 3166:IL
5118,ISO 3166:IM
5121,ISO 3166:IN
5119,ISO 3166:IN-GJ
5120,ISO 3166:IN-RJ
5122,ISO 3166:IQ
5123,ISO 3166:IR
5124,ISO 3166:IS
5126,ISO 3166:IT
5358,ISO 3166:IT-21
5350,ISO 3166:IT-23
5392,ISO 3166:IT-25
5418,ISO 3166:IT-32
5446,ISO 3166:IT-34
5125,ISO 3166:IT-88
5127,ISO 3166:JM
5128,ISO 3166:JO
5134,ISO 3166:JP
5133,ISO 3166:JP-01
5132,ISO 3166:JP-12
5131,ISO 3166:JP-13
5130,ISO 3166:JP-29
5129,ISO 3166:JP-31
5135,ISO 3166:KE
5136,ISO 3166:KG
5137,ISO 3166:KH
5138,ISO 3166:KI
5139,ISO 3166:KM
5140,ISO 3166:KP
5141,ISO 3166:KR
5142,ISO 3166:KW
5145,ISO 3166:KZ
5143,ISO 3166:KZ-71
5144,ISO 3166:KZ-AST
5146,ISO 3166:LA
5147,ISO 3166:LB
5148,ISO 3166:LI
5149,ISO 3166:LK
5150,ISO 3166:LR
5151,ISO 3166:LS
5152,ISO 3166:LT
5153,ISO 3166:LU
5154,ISO 3166:LV
5155,ISO 3166:LY
5156,ISO 3166:MA
5157,ISO 3166:MC
5158,ISO 3166:MD
5347,ISO 3166:ME
5159,ISO 3166:MG
5160,ISO 3166:MK
5161,ISO 3166:ML
5162,ISO 3166:MM
5163,ISO 3166:MN
5164,ISO 3166:MO
5165,ISO 3166:MR
5166,ISO 3166:MS
5167,ISO 3166:MT
5168,ISO 3166:MU
5169,ISO 3166:MV
5170,ISO 3166:MW
5173,ISO 3166:MX
5171,ISO 3166:MX-CMX
5172,ISO 3166:MX-YUC
5174,ISO 3166:MY
5175,ISO 3166:MZ
5176,ISO 3166:NA
5177,ISO 3166:NC
5178,ISO 3166:NE
5179,ISO 3166:NF
5180,ISO 3166:NG
5181,ISO 3166:NI
5183,ISO 3166:NL
5182,ISO 3166:NL-CW
5184,ISO 3166:NO
5185,ISO 3166:NP
5186,ISO 3166:NR
5187,ISO 3166:NZ
5188,ISO 3166:OM
5189,ISO 3166:PA
5190,ISO 3166:PE
5191,ISO 3166:PG
5194,ISO 3166:PH
5192,ISO 3166:PH-11
5193,ISO 3166:PH-CEB
5195,ISO 3166:PK
5198,ISO 3166:PL
5197,ISO 3166:PL-22
5196,ISO 3166:PL-32
5199,ISO 3166:PR
5200,ISO 3166:PS
5201,ISO 3166:PT
5202,ISO 3166:PY
5203,ISO 3166:QA
5204,ISO 3166:RO
5205,ISO 3166:RS
5214,ISO 3166:RU
5206,ISO 3166:RU-BU
5207,ISO 3166:RU-CE
5208,ISO 3166:RU-KR
5209,ISO 3166:RU-MOW
5210,ISO 3166:RU-ROS
5211,ISO 3166:RU-SA
5212,ISO 3166:RU-SPE
5213,ISO 3166:RU-TA
5215,ISO 3166:RW
5216,ISO 3166:SA
5217,ISO 3166:SC
5218,ISO 3166:SD
5219,ISO 3166:SE
5220,ISO 3166:SG
5221,ISO 3166:SI
5222,ISO 3166:SK
5223,ISO 3166:SL
5224,ISO 3166:SM
5225,ISO 3166:SN
5226,ISO 3166:SO
5227,ISO 3166:SR
5228,ISO 3166:SS
5229,ISO 3166:ST
5230,ISO 3166:SU
5231,ISO 3166:SV
5232,ISO 3166:SY
5233,ISO 3166:SZ
5234,ISO 3166:TD
5235,ISO 3166:TG
5237,ISO 3166:TH
5236,ISO 3166:TH-10
5238,ISO 3166:TJ
5239,ISO 3166:TL
5240,ISO 3166:TM
5241,ISO 3166:TN
5242,ISO 3166:TO
5255,ISO 3166:TR
5254,ISO 3166:TR-06
5253,ISO 3166:TR-07
5252,ISO 3166:TR-14
5251,ISO 3166:TR-16
5250,ISO 3166:TR-21
5249,ISO 3166:TR-34
5248,ISO 3166:TR-35
5247,ISO 3166:TR-42
5246,ISO 3166:TR-44
5245,ISO 3166:TR-45
5244,ISO 3166:TR-55
5243,ISO 3166:TR-65
5256,ISO 3166:TT
5257,ISO 3166:TW
5258,ISO 3166:TZ
5260,ISO 3166:UA
5259,ISO 3166:UA-43
5261,ISO 3166:UG
5262,ISO 3166:UK
5312,ISO 3166:US
5263,ISO 3166:US-AK
5264,ISO 3166:US-AL
5265,ISO 3166:US-AR
5266,ISO 3166:US-AZ
5267,ISO 3166:US-CA
5268,ISO 3166:US-CO
5269,ISO 3166:US-CT
5270,ISO 3166:US-DE
5271,ISO 3166:US-FL
5272,ISO 3166:US-GA
5273,ISO 3166:US-HI
5274,ISO 3166:US-IA
5275,ISO 3166:US-ID
5276,ISO 3166:US-IL
5277,ISO 3166:US-IN
5278,ISO 3166:US-KS
5279,ISO 3166:US-KY
5280,ISO 3166:US-LA
5281,ISO 3166:US-MA
5282,ISO 3166:US-MD
5283,ISO 3166:US-ME
5284,ISO 3166:US-MI
5285,ISO 3166:US-MN
5286,ISO 3166:US-MO
5287,ISO 3166:US-MS
5288,ISO 3166:US-MT
5289,ISO 3166:US-NC
5290,ISO 3166:US-ND
5291,ISO 3166:US-NE
5292,ISO 3166:US-NH
5293,ISO 3166:US-NJ
5294,ISO 3166:US-NM
5295,ISO 3166:US-NV
5296,ISO 3166:US-NY
5297,ISO 3166:US-OH
5298,ISO 3166:US-OK
5299,ISO 3166:US-OR
5300,ISO 3166:US-PA
5301,ISO 3166:US-RI
5302,ISO 3166:US-SC
5303,ISO 3166:US-SD
5304,ISO 3166:US-TN
5305,ISO 3166:US-TX
5306,ISO 3166:US-UT
5307,ISO 3166:US-VA
5308,ISO 3166:US-VT
5309,ISO 3166:US-WA
5310,ISO 3166:US-WI
5311,ISO 3166:US-WY
5313,ISO 3166:UY
5314,ISO 3166:UZ
5317,ISO 3166:VE
5316,ISO 3166:VN
5315,ISO 3166:VN-HN
5318,ISO 3166:WS
5319,ISO 3166:XK
5320,ISO 3166:YE
5321,ISO 3166:YU
5322,ISO 3166:ZA
5323,ISO 3166:ZM
5324,ISO 3166:ZW
5397,ISO 639-3:lmo
4762,ISO 639:af
4763,ISO 639:afh
4764,ISO 639:afr
4765,ISO 639:ain
4766,ISO 639:alb
4767,ISO 639:ar
4768,ISO 639:ara
4769,ISO 639:ast
4770,ISO 639:baq
4771,ISO 639:be
4772,ISO 639:bel
4773,ISO 639:ben
4774,ISO 639:ber
4775,ISO 639:bn
4776,ISO 639:bo
4777,ISO 639:bod
4778,ISO 639:br
4779,ISO 639:bre
4780,ISO 639:bua
4781,ISO 639:ca
4782,ISO 639:cat
4783,ISO 639:ceb
4784,ISO 639:ces
4785,ISO 639:chi
4786,ISO 639:chr
4787,ISO 639:co
4788,ISO 639:cor
4789,ISO 639:cos
4790,ISO 639:cs
4791,ISO 639:cy
4792,ISO 639:cym
4793,ISO 639:cze
4794,ISO 639:da
4795,ISO 639:dan
4796,ISO 639:daw
4797,ISO 639:de
4798,ISO 639:deu
4799,ISO 639:dut
4800,ISO 639:ekk
4801,ISO 639:el
4802,ISO 639:ell
4803,ISO 639:en
4804,ISO 639:eng
4805,ISO 639:eo
4806,ISO 639:epo
4807,ISO 639:es
4808,ISO 639:est
4809,ISO 639:et
4810,ISO 639:ett
4811,ISO 639:eu
4812,ISO 639:eus
4813,ISO 639:fa
4814,ISO 639:fao
4815,ISO 639:fas
4816,ISO 639:ff
4817,ISO 639:fi
4818,ISO 639:fil
4819,ISO 639:fin
4820,ISO 639:fit
4821,ISO 639:fkv
4822,ISO 639:fo
4823,ISO 639:fr
4824,ISO 639:fra
4825,ISO 639:fre
4826,ISO 639:fry
4827,ISO 639:ful
4828,ISO 639:fy
4829,ISO 639:ga
4830,ISO 639:gd
4831,ISO 639:ger
4832,ISO 639:gl
4833,ISO 639:gla
4834,ISO 639:gle
4835,ISO 639:glg
4836,ISO 639:gre
4837,ISO 639:ha
4838,ISO 639:hau
4839,ISO 639:haw
4840,ISO 639:he
4841,ISO 639:heb
4842,ISO 639:hi
4843,ISO 639:hin
4844,ISO 639:hmn
4845,ISO 639:hr
4846,ISO 639:hrv
4847,ISO 639:hu
4848,ISO 639:hun
4849,ISO 639:ice
4850,ISO 639:id
4851,ISO 639:ido
4852,ISO 639:ie
4853,ISO 639:ile
4854,ISO 639:ind
4855,ISO 639:io
4856,ISO 639:is
4857,ISO 639:isl
4858,ISO 639:isv
4859,ISO 639:it
4860,ISO 639:ita
4861,ISO 639:ja
4862,ISO 639:jbo
4863,ISO 639:jpn
4864,ISO 639:kan
4865,ISO 639:kat
4866,ISO 639:kaz
4867,ISO 639:kk
4868,ISO 639:kn
4869,ISO 639:ko
4870,ISO 639:kor
4871,ISO 639:krl
4872,ISO 639:ksh
4873,ISO 639:kw
4874,ISO 639:kyk
4875,ISO 639:la
4876,ISO 639:lat
4877,ISO 639:lav
4878,ISO 639:lb
4879,ISO 639:ldn
4880,ISO 639:lfn
4881,ISO 639:liv
4882,ISO 639:lld
5396,ISO 639:lmo
4883,ISO 639:ltz
4884,ISO 639:lv
4885,ISO 639:mao
4886,ISO 639:may
5432,ISO 639:mhn
4887,ISO 639:mi
4888,ISO 639:mri
4889,ISO 639:ms
4890,ISO 639:msa
4891,ISO 639:myp
4892,ISO 639:nl
4893,ISO 639:nld
4894,ISO 639:no
4895,ISO 639:non
4896,ISO 639:nor
4897,ISO 639:nov
4898,ISO 639:nrf
4899,ISO 639:obt
4900,ISO 639:otk
4901,ISO 639:per
4902,ISO 639:pl
4903,ISO 639:pol
4904,ISO 639:por
4905,ISO 639:pt
4906,ISO 639:qis
4907,ISO 639:qit
4908,ISO 639:qli
4909,ISO 639:qnv
4910,ISO 639:qso
4911,ISO 639:qsv
4912,ISO 639:qtk
4913,ISO 639:qtq
4914,ISO 639:qtu
4915,ISO 639:qya
4916,ISO 639:rm
4917,ISO 639:ro
4918,ISO 639:roh
4919,ISO 639:rom
4920,ISO 639:ron
4921,ISO 639:ru
4922,ISO 639:rum
4923,ISO 639:rus
4924,ISO 639:ryu
4925,ISO 639:sa
4926,ISO 639:san
4927,ISO 639:sc
4928,ISO 639:sco
4929,ISO 639:sdn
4930,ISO 639:se
4931,ISO 639:sgn
4932,ISO 639:sk
4933,ISO 639:slk
4934,ISO 639:slo
4935,ISO 639:sme
4936,ISO 639:so
4937,ISO 639:som
4938,ISO 639:spa
4939,ISO 639:sq
4940,ISO 639:sqi
4941,ISO 639:srd
4942,ISO 639:sv
4943,ISO 639:sw
4944,ISO 639:swa
4945,ISO 639:swe
4946,ISO 639:ta
4947,ISO 639:tam
4948,ISO 639:tat
4949,ISO 639:tgl
4950,ISO 639:tib
4951,ISO 639:tl
4952,ISO 639:tlh
4953,ISO 639:tok
4954,ISO 639:tpi
4955,ISO 639:tr
4956,ISO 639:tt
4957,ISO 639:tur
4958,ISO 639:tw
4959,ISO 639:twi
4960,ISO 639:uk
4961,ISO 639:ukr
4962,ISO 639:ur
4963,ISO 639:urd
4964,ISO 639:vi
4965,ISO 639:vie
4966,ISO 639:vo
4967,ISO 639:vol
4968,ISO 639:vot
4969,ISO 639:wel
4970,ISO 639:wuu
4971,ISO 639:xbm
4972,ISO 639:xh
4973,ISO 639:xho
4974,ISO 639:ydd
4975,ISO 639:yi
4976,ISO 639:yid
4977,ISO 639:yih
4978,ISO 639:yue
4979,ISO 639:zh
4980,ISO 639:zho
7504,ISO 9984
6790,I Have a Dream
5638,Ililija
4460,Immanuel Kant
9504,India
2444,Itoken
9270,J
9654,JK
5572,James while John had had had had had had had had had had had a better effect on the teacher
5438,Joe Biden
9665,Joko Widodo
9664,Jokowi Dodo
9658,Jusu Kala
9659,Jusuf Kalla
9271,K
427,KTPA
4403,Kajali
4402,Kalijali
4405,Katetu
910,Kene Kupa
7408,Kino(kulupu pi musi kalama)
4462,Kritik der reinen Vernunft
9272,L
167,Leonardo da Vinci
9535,Lesepu
8670,List of Wikipedias
911,LiveJournal
172,Lojban
7369,Lojpavosinal
9534,Lusepu
9274,M
7561,MBTI
9640,Ma'ruf Amin
2,Main Page
8877,Maja
9639,Malu Amin
9638,Malupu Amin
169,Michelangelo
9651,Mujono
9653,Mulyono
9655,Muwama Jusu Kala
9275,N
9283,O
8868,Obra Dinn
4482,Olbia
9028,Onima
9284,P
6616,Paman
9674,Papowa
9676,Papowa Supijanto
9678,Papowa Supijanto Sojowasikusumo
912,Pepper&Carrot
6251,Pneumonoultramicroscopicsilicovolcanoconiosis
6712,Portal:ma Tona
6700,Portal:toki pona
6690,Portal:toki pona/sona meso
9667,Prabowo
9666,Prabowo Subianto
9668,Prabowo Subianto Djojohadikusumo
9669,Prabowo Subianto Joyohadikusumo
3507,Precision Air tawa lon kon 494
9273,Q
4609,QR
4610,QR code
9276,R
4451,Radio Studio 54 Network
8866,Return of the Obra Dinn
9263,S
5788,Second World War
3717,Sleep Token
9643,Soko Witoto
9645,Sokowi
9644,Sokowi Toto
5436,Sonja Lang
5579,Sonko Po
6518,Strč prst skrz krk
4498,Superliminal
913,Suwesuwekusa
9277,T
4483,Tarranoa
914,Tas Mapal
4484,Terranoa
5789,The Second World War
1906,The history of Toki Pona
915,Tilol
3747,Titanic
7412,Toki Ka (toki pali lili)
916,Toki Kalisala
917,Toki Menkijeli
1673,Toki Pona
918,Toki Pona ante
919,Toki Uwaliso
920,Toki lije
5,Toki pona
10003,Tsundoku
6356,Tuwi Tona
6365,Tuwijatakalawa
6364,Tuwikanokupolu
9278,U
4563,UCSUR
5421,USA
5420,United States
4756,Unkikopesjia
9279,V
9466,Vaduz
165,Vincent van Gogh
8962,Vulpes vulpes
9280,W
5784,WW2
5785,WWII
1907,Where is Toki Pona used?
921,Wikipedia
922,Wikipesija
923,Wikipesijan
5786,World War 2
5787,World War II
9281,X
9282,Y
9662,Yusuf Kalla
9264,Z
8733,Zohran Mamdani
2861,a
4009,ajupuwikepinala
925,akesi
4143,akesi Kemi
4055,akesi Kosila
3248,akesi Lesilija
6939,akesi Silanosalo
4005,akesi Silanosalu
3586,akesi Sinpu
4004,akesi Velociraptor
6940,akesi Welokilato
3973,akesi Welosilato
3980,akesi ike
455,akesi linja
7118,akesi linja Sitanapowa
4113,akesi linja Sitanopowa
5613,akesi linja Titanapoa
926,akesi pi monsi kiwen
1830,akesi pi nasin tu
1999,akesi pi nasin wan
425,akesi pi noka wawa
7770,akesi pi suli mute li moku e ma tomo
3978,akesi pi tenpo weka
472,akesi poki
471,akesi poki pi noka jelo
9519,akesi poki pi noka loje
462,akesi seli
5527,akesi seli Su
6020,akesi suli mute li moku e ma tomo
6019,akesi suli mute pi moku e ma tomo
1983,akesi suli pi nasin jan
461,akesi suli seli
460,akesi suli tan musi
6932,ala
6722,ala pi ma lawa
928,alasa
929,ale
9611,ale ma pi nasin tu
9612,ale ma pi nasin tu wan
6144,ale pi linja tu tu
9529,ale pi linja tu wan
6456,ale pi lon ala
9530,ale pi nasin ante tu
6145,ale pi nasin ante tu wan
9594,ale pi palisa meso tu
9593,ale pi palisa meso tu wan
930,ali
7263,ali pi lon ala
6808,angry birds
931,anpa
7527,anpa lawa
7598,anpa ma
2966,ante
9918,ante kalama
932,ante lon
4645,ante nanpa
10233,ante nanpa kiki
6488,ante sewi tan jan Akonaton
2903,ante suli pi kon ma
3008,ante toki
6412,awen pi awen sona
1766,awen tawa
6242,b
933,bravest warriors
5959,bắt đầu từ nay
6245,c
10174,cum shot
6246,d
6284,e
934,esun
2372,esun Amason
5409,esun Nintento
5754,esun mani pi kulupu esun tawa jan ale
4672,esun poka pi ma Elasija
6286,f
6288,g
6290,h
6292,i
9695,ijo
831,ijo (nasin sona)
6941,ijo Aman (nasin sewi Intu)
6423,ijo Asula
5401,ijo Kapipo
4159,ijo Konso
3918,ijo Linku
6455,ijo Maja
6614,ijo Paman
5842,ijo Suna
6422,ijo Tewa
3011,ijo YM2149
5695,ijo lawa
6217,ijo lawa ale
7633,ijo leko
9626,ijo lili
6806,ijo lili Aten
6804,ijo lili Kuwa
6805,ijo lili Poton
9631,ijo lili awen pi wawa linja
10149,ijo lili ike pi pali wawa
9633,ijo lili kama
4575,ijo lili lili
2443,ijo lili nanpa 1
5592,ijo lili nanpa 10
5595,ijo lili nanpa 11
5596,ijo lili nanpa 12
4625,ijo lili nanpa 13
4627,ijo lili nanpa 14
5597,ijo lili nanpa 15
5598,ijo lili nanpa 16
5599,ijo lili nanpa 17
5600,ijo lili nanpa 18
5601,ijo lili nanpa 19
4628,ijo lili nanpa 2
5602,ijo lili nanpa 20
5605,ijo lili nanpa 21
5616,ijo lili nanpa 22
5641,ijo lili nanpa 23
5645,ijo lili nanpa 24
5646,ijo lili nanpa 25
4615,ijo lili nanpa 26
5647,ijo lili nanpa 27
5648,ijo lili nanpa 28
9871,ijo lili nanpa 29
5588,ijo lili nanpa 3
5659,ijo lili nanpa 30
5660,ijo lili nanpa 31
5661,ijo lili nanpa 32
5662,ijo lili nanpa 33
5663,ijo lili nanpa 34
5664,ijo lili nanpa 35
5665,ijo lili nanpa 36
5666,ijo lili nanpa 37
5667,ijo lili nanpa 38
5668,ijo lili nanpa 39
5589,ijo lili nanpa 4
5687,ijo lili nanpa 40
5698,ijo lili nanpa 41
5700,ijo lili nanpa 42
5688,ijo lili nanpa 43
9873,ijo lili nanpa 47
5590,ijo lili nanpa 5
4639,ijo lili nanpa 50
9868,ijo lili nanpa 6
4637,ijo lili nanpa 7
9869,ijo lili nanpa 79
2003,ijo lili nanpa 8
9872,ijo lili nanpa 80
5591,ijo lili nanpa 9
10148,ijo lili pi taso ala
9629,ijo lili pi wan awen
4584,ijo lili pi wan awen nanpa 1
4585,ijo lili pi wan awen nanpa 8
4577,ijo lili pi wan ijo
9634,ijo lili tomo
4588,ijo lon
7345,ijo lon ijo sama
9623,ijo nasin pi wan Atomo
5689,ijo ni li lon sijelo li ken ante e nasin sijelo e pilin
10147,ijo noka
334,ijo pi pona sijelo
8212,ijo pi selo luka tu wan pi palisa luka luka tu pi kiki luka wan
8211,ijo pi selo luka wan pi palisa luka luka tu pi kiki luka tu wan
8213,ijo pi selo tu tu pi palisa luka wan pi kiki tu tu
9763,ijo pi sinpin luka tu wan pi palisa luka luka tu pi nena luka wan
9552,ijo pi sinpin luka wan pi palisa luka luka tu pi nena luka tu wan
7632,ijo pi sinpin tu tu pi palisa luka wan pi nena tu tu
2694,ijo sijelo
2047,ijo suli pi sona seli
703,ijo wile
2006,ike
6470,ike lawa
507,ike nasa
2494,ike sijelo
10133,ike tawa li pakala e ilo awen pi sijelo jan
3617,ike tawa pi pakala e ilo awen pi sijelo jan
3953,ike tawa pi pakala tawa ilo awen pi sijelo jan
236,ilo
3422,"ilo ""toki, ma ale o!"""
935,ilo AIM
6184,ilo Antowi
4363,ilo Asilinu
2531,ilo Asune Miku
6070,ilo Bilibili
3618,ilo ChatGPT
5756,ilo Deepseek
4734,ilo Ekesepo
2199,ilo Ekusu
8798,ilo GNOME
7693,ilo Google Translate
7694,ilo Google pi ante toki
211,ilo Insanjuwisi
936,ilo Intene
6073,ilo Jaju
6074,ilo Jaku
3619,ilo Juni
2392,ilo Jutu
7620,ilo Kakamine Len
7619,ilo Kakamine Lin
3648,ilo Kakamine Lin en ilo Kakamine Len
3696,ilo Kasane Teto
5412,ilo Kemu Powi Kala
5411,ilo Kemupokala
7675,ilo Kuko
7690,ilo Kuko pi ante toki
7745,ilo Kuku pi ante toki
7709,ilo Kukulu
7695,ilo Kukulu pi ante toki
3667,ilo LMMS
7583,ilo Linku
3620,ilo Linu
4504,ilo Linu Min
937,ilo LiveJournal
6081,ilo Lsj
6429,ilo Lsjbot
5658,ilo Makinto
2197,ilo Masoton
2196,ilo Matoton
7610,ilo Miku
5594,ilo Muni
9415,ilo Nujowison
6168,ilo Nukewan
8869,ilo Obra Dinn
8872,ilo Opa Pin
4191,ilo Opensema
4212,ilo Owesen
6265,ilo Patu
3398,ilo Pilipili
684,ilo Plasma
3551,ilo Pokalo
7612,ilo Pokalowito
3420,ilo Potoso
6773,ilo Sasipisi
6772,ilo Satusipisi
281,ilo Siko
5532,ilo Sito
761,ilo Sulon
768,ilo Suwon
399,ilo Telekan
7611,ilo Teto
5523,ilo Tolinko
4008,ilo Towin
2997,ilo Tujolinko
4288,ilo Tuwita
6181,ilo VLC
2202,ilo Wesi
6059,ilo Wesin
10095,ilo Wi U
5381,ilo Wijasa
7521,ilo Wikitata
3674,ilo Winto
6058,ilo Wisa
6528,ilo X
1786,ilo YM2149
8656,ilo Yahoo
3176,ilo YouTube
7708,ilo alasa Kuko
6185,ilo anpa Antowi
6183,ilo anpa Linu
6182,ilo anpa Winto
6223,ilo awen pi palisa unpa
939,ilo jan
9344,ilo jasima
1674,ilo kalama
2962,ilo kalama Pijano
2957,ilo kalama kon pi tomo sewi
3326,ilo kalama pi linja luka wan
2958,ilo kalama supa nena pi pimeja en walo
2955,ilo kalama supa pi nena walo pimeja
1821,ilo kipisi
566,ilo kon
8797,ilo kon GNOME
216,ilo kon Plasma
3141,ilo kon lawa
3669,ilo kon lawa Linu
6080,ilo kon pi len ala
686,ilo kon pi supa pali
941,ilo kon pi tawa anpa
8705,ilo leko en ilo sike
7181,ilo li lon e sitelen tan ilo
10163,ilo liactos
7710,ilo lipu IBM 5150
2656,ilo lukin
2100,ilo lukin tomo pi sitelen tawa
519,ilo moku
4124,ilo moku palisa
419,ilo mun
9414,ilo mun Nujowison
6566,ilo mun Wajesa nanpa wan
7455,ilo mun li tawa sike
3124,ilo musi
5406,ilo musi Enije
3560,ilo musi Epa
4736,ilo musi Kemu Powi Kala
4738,ilo musi Pamikon
6822,ilo musi Wi
10033,ilo musi Wi U
8654,ilo musi Wii
3490,ilo musi sike
942,ilo nanpa
438,ilo nanpa pi jan Sate
943,ilo nasa
3119,ilo nena pi kalama musi
3993,ilo pali en ilo pan
3590,ilo pali pi nanpa tan ken nasa
9045,ilo pi jan musi
940,ilo pi kalama musi
7102,ilo pi kalama weka
6203,ilo pi kipisi pan e ilo palisa pi sewi kiwen
9368,ilo pi sewi laso
6848,ilo pi sin ma
9339,ilo pi sitelen weka
944,ilo pi sona kepeken nanpa
3833,ilo pi tawa kalama
945,ilo pi weka jaki
